Id,SalePrice
1001,269873.7979722441
2442,233479.01116631192
616,134488.09593519606
2680,60895.78450269654
1414,125616.5950307334
289,156610.89926396572
40,263684.6142067667
860,129748.9227927252
409,133376.1424235151
673,161549.7681406047
2427,189222.32902146468
2036,196317.30041986608
2564,141396.3233832774
642,174857.97771421028
1008,185884.55215770696
1908,157423.63091528186
2519,207160.93501445034
1369,92616.75588570659
2855,165045.7831091102
712,97592.73863369731
1943,122739.93903450365
1958,138298.84676664756
107,181023.18079031608
2295,208747.28505790397
704,107348.1387348652
676,142608.12288128457
259,182664.231665466
93,285556.2036515439
106,232914.89990574718
2315,168361.48872296797
1050,107638.53746283078
1095,213115.063295332
2709,152245.5369627622
758,156794.13716230876
1496,153562.15029395832
2370,124060.16524740346
2458,282482.5994406063
2733,141948.5043284523
161,274932.7103993624
726,155096.12254105372
845,216857.37668209983
947,243623.70680927794
2232,111663.07198963483
2563,142277.7329090468
2299,162221.1132009716
211,78906.36917641944
605,166765.20214554312
1478,205477.12202861783
2247,272921.82445200003
2274,219103.11770561038
2869,218198.87080016758
967,212701.93774595598
2656,101403.77776828622
667,213692.24978115765
1042,117162.68970919681
2023,163861.156982322
2447,363713.43238865363
2055,126609.64154244558
2275,279326.84934339084
2204,174272.0417528648
1563,266257.8291652757
483,230148.77630791877
796,149932.6161430181
1526,151670.15442882752
2042,149479.87727450067
442,334739.3554828031
1693,314138.13617849036
1468,223438.78916158093
1430,191429.88921580126
2605,185092.07055153462
1529,190866.55340942653
335,140539.8875109361
1287,123776.80973183185
31,108117.93843538569
1785,292774.02513692935
82,159106.6782616178
2620,141441.50617663068
252,177969.77917858862
721,76753.93507558452
2165,194688.69693763254
2316,180659.43202449428
775,130466.94553928227
1558,91979.22390417586
17,212136.51200348217
1022,243394.2654910094
925,119810.65775809591
438,279020.9991642553
1270,147799.87909620922
1272,121655.34239381844
215,152313.20339853555
266,226747.15463296257
2402,288170.8981461667
1250,139206.67211845017
1984,120809.95866511
1279,148692.15099063507
377,251682.89302722897
1252,135122.9025696426
2156,267117.70695645065
499,312462.5743348534
1374,124745.83566045473
2898,242871.97532580709
401,106433.47236283385
2721,169155.417901691
2078,242748.0886162375
2589,118186.25656623858
1946,240396.810515718
1334,121304.61456220674
2781,220882.7953579032
431,378906.3119451519
576,213897.9656339544
1474,216500.48359799915
2254,138193.83997220377
2155,274488.61601370265
885,106244.45965941022
643,134289.95528774656
1944,124938.48641427999
480,203395.1227238193
2845,112080.54107910652
2387,313194.71562427667
2407,222509.6111442321
2527,168605.60427768732
2514,153207.958253174
629,156801.9762291569
80,207186.02032710455
1876,143344.80287519353
1546,112302.62870162832
2518,178717.47882898495
2347,166370.97091141168
783,217553.17211445546
1322,50572.75735964415
194,89040.89471489584
1770,287003.9684760786
2143,142299.72587194594
1229,217625.8602701709
511,275600.6139306725
46,243679.9716548245
1348,171800.50632469228
2465,203225.57407764497
387,226736.15316868067
873,230450.9910648011
1918,116389.5615513313
2764,243866.16151030886
2184,109173.80722765707
934,150351.9370001423
1920,128959.00183089531
2631,149340.33481074468
1768,69256.05837750052
2040,115643.72249421483
1749,219847.85772869797
834,237985.93657898754
1457,236214.77593107917
79,111981.21650252344
2302,118913.20836719038
1817,141103.88622818436
2755,240543.43713750734
359,175533.27017339805
2059,111417.57941121477
2092,251524.75900904607
2516,220700.60852438415
150,107499.22306858425
1656,152855.31218205742
83,106965.78987883595
2411,193894.40382968774
795,71972.73085020817
2312,224645.94459315934
2917,105620.90455701789
1624,190891.94111601097
2215,282347.2391890711
1211,153431.56410478053
1485,168813.30577687421
1024,185557.67604581878
570,196264.476040064
2874,138978.38778475317
700,167312.40378442343
2756,222181.8028557043
2022,180012.11701444266
583,226376.73001946637
2392,352483.5078893355
2424,185900.95753430552
212,113925.53658737314
736,122095.42962049095
1610,179480.0881146692
890,119537.20843630085
467,179504.84882952258
578,238296.40342266296
1747,200715.81020535316
1149,165438.59155126772
2758,259598.51085019807
857,131418.99721284292
2219,262821.504841299
733,105672.43611870834
2909,116508.51188721116
1798,250044.22196812392
235,131283.6263144294
2366,135735.48627447232
1027,127327.56979087574
1195,133353.41831208576
1303,34596.65762597311
148,189075.73295231993
608,163741.63214184914
2515,196952.70681076284
821,269047.0226582932
2500,268778.97826782544
745,105566.58679216972
741,135086.61415656135
1611,154346.2123221292
2532,122774.04567175035
1081,229634.51570286517
1692,409399.60054050153
2520,198891.76385894386
276,112680.89901293283
1992,138950.65670232812
663,31416.179225175496
418,121948.36285550824
1733,201213.47882451268
2359,149723.94786432481
253,187960.504835488
1518,181945.49360006923
2035,151615.84082365918
2919,73193.32560077611
1540,217839.12385900994
2120,142313.61078967908
1674,178439.10969080802
256,143101.9056166942
2361,88955.42295932258
978,80757.27795646216
2280,134164.91944391467
2095,237666.81275091655
1709,321785.0318889993
2801,237522.55742271646
1246,112925.26078432916
2373,103537.73345600978
1055,291881.3946500488
2017,131550.4684516224
1099,277531.0213055995
1344,74853.0848085501
835,191151.21779994172
1117,225313.12439743843
2043,90559.97356093388
2085,123268.39250086152
410,148711.38031820455
2650,111628.99294764205
2867,160947.4814014386
1668,112509.27106532376
1161,165949.42773007893
2122,178076.14344331558
2539,143955.3571227735
1047,133026.31327310097
1445,123410.59685198072
541,129830.05442459689
569,219383.32571613305
1276,126054.06598303979
918,142139.30616378726
326,157540.31805939172
1936,117646.18156716399
895,97627.65263804552
257,142374.80559350023
1241,185109.9803621765
1545,117123.61187303928
1189,185873.51480079914
270,156385.9212995546
2066,214957.0784112828
693,113275.69336293289
1259,164806.7987765979
2916,149867.93409284743
2321,280010.43121306226
1977,108537.31997313656
1895,152219.8046375678
1240,157502.14612256037
85,156618.02523196168
1823,118367.99656958267
825,285562.8424063376
110,223997.76921469695
697,129892.18756951026
2297,111121.51818027183
1231,134874.40571192373
1355,135217.2597350112
968,328134.59028360026
584,225734.963641433
1315,136122.78317135523
1606,129485.01413184835
206,100243.72657180854
1685,357245.12241861125
2016,129522.16877387391
869,209304.1474559187
2135,128581.81771994976
2346,185668.6689441208
2430,238013.21054612263
2198,88541.69764507777
2652,117494.05265316024
27,111415.99775002793
241,165251.6968216731
906,136475.427642623
1506,118405.97466585564
2098,345420.93736754963
1435,227439.35245700995
2213,115818.02942142062
1274,141023.92291959652
743,17803.801796918007
1737,205637.75088630902
2797,272475.83134115464
2185,64161.30164684271
58,163060.4716339913
830,208584.043253205
808,116344.71471629321
680,153239.75440300244
1153,114156.25956340825
1291,155586.43201749108
1818,160816.79958004423
2161,198108.78634481362
1883,118912.8284462489
350,340889.730698635
2473,153809.27761586526
295,180061.92548419666
293,202963.01546128182
859,123464.96136771662
288,75580.35421121435
1578,140826.7751278401
102,196702.24379388095
2831,168625.0201778956
1030,163529.2668369265
2551,139195.8646501958
1286,147714.64853705396
958,302255.7324852217
776,125443.30240571476
72,225146.92508361797
2263,258104.4327122767
1866,155990.8056021243
2876,59972.18768960092
2146,249693.77082867792
103,182327.24251210797
1500,144727.37435176023
492,173080.62974750457
167,137269.3308202647
2597,116773.85496022669
2685,110974.53900723484
1035,145701.46230584025
1220,51318.2819078279
2602,154565.9233024745
2159,210990.88307022103
695,168796.0036044803
1109,266832.3550842191
640,198269.43891387768
1652,162013.3070925395
2090,179139.40359362718
1188,182734.48946644945
2345,231891.05939195552
1059,380591.35749727953
2751,234704.85378996347
128,222796.87621536118
1523,172999.79250983972
2925,163993.88975509474
2145,285230.27530704276
1121,217699.02106644487
566,258467.71674331487
565,233815.99310627417
1331,146659.72178444633
2928,117365.80974361688
156,130810.7544867546
797,151607.80024811273
327,87055.45559240023
2859,146527.48928146786
1453,113672.91887580242
1762,329474.18159693235
1868,195139.8070797486
1760,166385.40822354227
1113,233519.1909095101
1812,199866.92701004088
117,156174.76826455334
1142,215674.00104040242
2342,374597.09224928764
927,135584.3678583
2478,174935.72996813772
655,72585.49397946631
2064,118678.59069437215
369,269350.7012054592
2239,124331.8165872372
2732,213556.610534691
1653,169557.602001539
959,215379.165052342
2395,337688.9603824471
1412,111286.83817406236
271,245275.07908045631
1484,163585.83833787247
1497,148896.1715844426
552,148917.94054489455
2,121283.03387619031
1855,301281.54767777846
4,271361.374289833
2292,156645.13255694145
134,141666.27268228753
646,101033.83956413544
42,298706.23555388884
532,220523.68374389902
713,104979.27999374658
2561,140745.9417419011
2360,126775.76848540278
1333,130995.74243787033
1407,204170.91455585317
2892,292810.94135110086
574,222199.0626764171
1227,194263.91325214817
2591,228182.34800532652
1476,225164.61223745483
1125,255925.73963706841
1446,146486.75057539926
408,113525.71719554628
1101,286297.5845868686
2251,195617.95913221646
373,190408.76505413852
2554,117430.96240322522
2382,269520.09046076995
1985,87134.62253951695
519,238435.11235415755
1093,181136.89452818554
864,252576.41595348954
2889,154957.18254508552
2308,210991.1760335904
986,150143.85702753984
1302,147422.38847958413
585,155836.76761433555
2708,138855.25914158195
147,139591.07704478008
1441,232215.2350880406
383,177600.955931086
285,163215.72053575504
181,118652.55079418015
358,183374.0543829064
780,187072.80417778072
258,185565.4967796613
1865,221628.5456066353
692,128946.41752561291
2902,321217.1311417538
508,247937.8406567286
2638,148735.3054059693
36,145616.47000214795
611,181084.2517788422
2281,143788.51878495247
1678,136739.74429846028
1696,425095.1556157643
1557,72465.97540541859
2180,148659.144139848
1726,235766.87257751185
951,142191.43874496646
267,224800.48473723832
2706,135696.68823857832
2221,219191.9733428891
1357,169643.36151612204
2901,303915.7329311656
347,173809.80233298882
2164,202725.9282161898
1586,294021.8439499939
360,158879.9585542061
1769,241151.87526869244
2617,163480.07112665602
1879,152395.29501963645
991,223765.09460979947
1535,121139.81060593454
1191,145955.0569862281
1579,220925.64274116047
1882,135730.06860455635
1510,124181.80142698363
2196,179319.70720366974
1845,185019.162513614
2336,364298.8007290922
942,105562.62355321817
861,120400.54986093869
2555,107744.57591331162
1392,170070.72843724125
2099,260900.21300367435
1543,119357.47479256894
948,269951.8277456069
1239,172090.01308058406
22,198122.816964623
2796,244453.59297490484
2747,201666.2321417019
92,281539.37977329304
210,179971.12037347918
1858,218063.5548716736
2228,167625.27492192414
447,242939.18077545593
827,247632.21677551407
1649,224584.88746490673
682,135719.47058283407
2698,120100.95742214262
494,154789.31135772963
214,121181.63109087024
2441,244922.8455174131
2679,113171.29072396297
1336,113467.15538044898
465,188546.49449886603
1524,140035.58240253438
2543,117896.69842725134
631,148006.19408007865
2452,303145.2242841009
228,164136.3306721843
126,176247.49777736797
1092,241256.29688439122
1122,208727.8880330839
932,219369.83552625665
1980,90910.36470874144
2171,115076.94903971981
551,152826.21981768357
2768,172751.73257118865
2056,106040.63475242129
1159,340934.1963281617
2645,133835.98609473594
1174,184445.31291473936
2266,230536.35876254187
2462,358756.9114783747
1219,139035.79557391588
2922,195844.77359552425
118,147558.94608028192
474,171186.1384972206
2576,158997.07633499207
872,285492.69006503467
1077,225806.97778716177
1536,141056.6098316823
1150,117053.670212519
2341,323627.6384851738
1931,147989.46116894242
2785,133435.45597448442
2538,126160.02697490138
597,212023.86766731975
464,211298.46336622606
233,242581.23013064207
2169,145833.12129902106
2123,163699.6489145294
1867,171699.69790564742
137,262748.3634944224
515,228805.09713754905
933,108560.4669754012
2784,166402.3320207491
972,162580.18381683968
599,159728.1647795663
2614,132804.89702951928
2582,145278.62691612667
1409,173396.84761244518
175,115973.63266418487
352,221087.86621902575
976,93046.77390100126
2134,198240.30246858965
984,105534.95037304566
2396,337650.1207410218
1673,136906.20563079615
404,130936.15322304805
607,165342.03076557448
814,177938.73448304343
868,198737.67384352855
2271,191920.37630531454
1633,257603.65421660437
337,184420.89305755444
2765,193460.07344460138
1746,245076.35558955534
368,320329.3169215139
2806,213290.32790721388
1662,188887.2101063234
1234,223451.8868254506
1373,130033.32144524166
1672,105782.52964563505
1939,125724.67450442778
